Name,Email,Created at,Total,Lineitem sku,Lineitem quantity,Lineitem price,Lineitem line_price
#101458,zimmermanernest@hotmail.com,2022-02-06 18:34:00,271.27,BOO-013,2,29.94,59.88
#101458,zimmermanernest@hotmail.com,2022-02-06 18:34:00,271.27,BOO-004,3,19.28,57.85
#101460,zimmermanernest@hotmail.com,2022-02-26 03:08:00,198.77,BOO-003,3,34.47,103.40
#101460,zimmermanernest@hotmail.com,2022-02-26 03:08:00,198.77,BEA-013,1,43.02,43.02
#101460,zimmermanernest@hotmail.com,2022-02-26 03:08:00,198.77,BEA-025,1,52.35,52.35
#101461,zimmermanernest@hotmail.com,2022-02-14 16:37:00,274.16,HOM-025,3,38.50,115.49
#101461,zimmermanernest@hotmail.com,2022-02-14 16:37:00,274.16,ELE-011,2,37.76,75.51
#101461,zimmermanernest@hotmail.com,2022-02-14 16:37:00,274.16,BEA-013,3,27.72,83.16
#101463,zimmermanernest@hotmail.com,2022-03-13 13:07:00,256.13,BEA-011,2,46.18,92.37
#101463,zimmermanernest@hotmail.com,2022-03-13 13:07:00,256.13,BEA-003,2,32.97,65.95
#101463,zimmermanernest@hotmail.com,2022-03-13 13:07:00,256.13,CLO-021,3,32.60,97.81
#101464,zimmermanernest@hotmail.com,2022-03-29 05:39:00,97.05,HOM-021,2,37.82,75.64
#101464,zimmermanernest@hotmail.com,2022-03-29 05:39:00,97.05,SPO-020,1,21.41,21.41
#101465,zimmermanernest@hotmail.com,2022-03-21 21:36:00,119.57,SPO-020,2,52.28,104.57
#101465,zimmermanernest@hotmail.com,2022-03-21 21:36:00,119.57,BEA-020,3,5.00,15.00
#101466,zimmermanernest@hotmail.com,2022-05-15 04:10:00,55.20,CLO-003,2,27.60,55.20
#101467,zimmermanernest@hotmail.com,2022-05-29 20:41:00,165.89,HOM-019,1,32.87,32.87
#101467,zimmermanernest@hotmail.com,2022-05-29 20:41:00,165.89,BEA-016,1,36.46,36.46
#101467,zimmermanernest@hotmail.com,2022-05-29 20:41:00,165.89,HOM-008,3,32.19,96.56
#101468,zimmermanernest@hotmail.com,2022-06-26 17:29:00,395.21,HOM-003,2,62.75,125.51
#101468,zimmermanernest@hotmail.com,2022-06-26 17:29:00,395.21,BEA-006,3,43.54,130.61
#101468,zimmermanernest@hotmail.com,2022-06-26 17:29:00,395.21,SPO-021,3,46.36,139.09
#101470,zimmermanernest@hotmail.com,2022-07-11 01:38:00,46.02,ELE-003,1,46.02,46.02
#101470,zimmermanernest@hotmail.com,2022-07-27 09:48:00,186.45,SPO-005,2,5.00,10.00
#101470,zimmermanernest@hotmail.com,2022-07-27 09:48:00,186.45,HOM-011,3,58.82,176.45
#101471,zimmermanernest@hotmail.com,2022-07-13 00:19:00,268.07,SPO-013,1,71.16,71.16
#101471,zimmermanernest@hotmail.com,2022-07-13 00:19:00,268.07,BEA-023,3,47.00,141.01
#101471,zimmermanernest@hotmail.com,2022-07-13 00:19:00,268.07,SPO-007,2,27.95,55.90
#101473,hornlauren@gmail.com,2022-04-10 14:31:00,142.69,BOO-007,2,16.58,33.16
#101473,hornlauren@gmail.com,2022-04-10 14:31:00,142.69,ELE-002,2,54.76,109.52
#101474,hornlauren@gmail.com,2022-04-05 09:29:00,155.09,BEA-015,3,23.84,71.51
#101474,hornlauren@gmail.com,2022-04-05 09:29:00,155.09,SPO-020,2,41.79,83.58
#101475,hornlauren@gmail.com,2022-04-21 16:56:00,124.90,CLO-010,3,31.76,95.27
#101475,hornlauren@gmail.com,2022-04-21 16:56:00,124.90,CLO-030,1,29.63,29.63
#101476,hornlauren@gmail.com,2022-05-09 12:23:00,191.93,ELE-005,2,71.57,143.13
#101476,hornlauren@gmail.com,2022-05-09 12:23:00,191.93,SPO-030,1,48.80,48.80
#101477,hornlauren@gmail.com,2022-05-07 23:48:00,297.86,CLO-020,2,38.83,77.66
#101477,hornlauren@gmail.com,2022-05-07 23:48:00,297.86,BOO-008,3,45.56,136.67
#101477,hornlauren@gmail.com,2022-05-07 23:48:00,297.86,HOM-023,2,41.76,83.53
#101478,hornlauren@gmail.com,2022-05-27 14:57:00,304.63,BEA-002,3,49.42,148.26
#101478,hornlauren@gmail.com,2022-05-27 14:57:00,304.63,BOO-010,2,29.03,58.05
#101478,hornlauren@gmail.com,2022-05-27 14:57:00,304.63,SPO-015,3,32.77,98.31
#101480,kevin44@hurley.com,2022-01-18 17:24:00,128.20,BOO-016,3,42.73,128.20
#101480,kevin44@hurley.com,2022-02-25 14:40:00,213.60,CLO-005,2,35.89,71.77
#101480,kevin44@hurley.com,2022-02-25 14:40:00,213.60,BOO-024,2,32.56,65.12
#101480,kevin44@hurley.com,2022-02-25 14:40:00,213.60,ELE-006,2,38.36,76.72
#101482,kevin44@hurley.com,2022-03-27 05:45:00,249.93,BEA-028,3,41.54,124.61
#101482,kevin44@hurley.com,2022-03-27 05:45:00,249.93,BOO-020,1,31.55,31.55
#101482,kevin44@hurley.com,2022-03-27 05:45:00,249.93,ELE-016,2,46.88,93.77
#101483,kevin44@hurley.com,2022-04-08 02:50:00,170.51,HOM-016,1,43.25,43.25
#101483,kevin44@hurley.com,2022-04-08 02:50:00,170.51,ELE-029,1,28.25,28.25
#101483,kevin44@hurley.com,2022-04-08 02:50:00,170.51,BOO-019,2,49.50,99.00
#101485,kevin44@hurley.com,2022-04-26 00:30:00,64.27,ELE-020,2,32.14,64.27
#101485,kevin44@hurley.com,2022-05-13 08:25:00,349.76,HOM-019,2,49.60,99.20
#101485,kevin44@hurley.com,2022-05-13 08:25:00,349.76,CLO-004,3,47.80,143.39
#101485,kevin44@hurley.com,2022-05-13 08:25:00,349.76,CLO-027,3,35.72,107.16
#101487,kevin44@hurley.com,2022-05-11 02:58:00,34.98,CLO-004,1,34.98,34.98
#101487,browncharles@burgess.biz,2022-11-20 05:45:00,164.96,BOO-023,3,36.75,110.24
#101487,browncharles@burgess.biz,2022-11-20 05:45:00,164.96,SPO-015,2,27.36,54.73
#101488,browncharles@burgess.biz,2023-02-22 22:58:00,175.46,ELE-030,3,41.21,123.62
#101488,browncharles@burgess.biz,2023-02-22 22:58:00,175.46,SPO-023,2,25.92,51.84
#101489,browncharles@burgess.biz,2023-02-14 07:26:00,153.87,BEA-009,2,33.21,66.42
#101489,browncharles@burgess.biz,2023-02-14 07:26:00,153.87,BEA-014,1,33.33,33.33
#101489,browncharles@burgess.biz,2023-02-14 07:26:00,153.87,ELE-012,2,27.06,54.12
#101491,jasonallen@gmail.com,2022-06-11 14:12:00,60.40,BOO-003,2,30.20,60.40
#101491,jasonallen@gmail.com,2022-06-18 10:21:00,144.18,BOO-024,3,5.00,15.00
#101491,jasonallen@gmail.com,2022-06-18 10:21:00,144.18,CLO-010,3,43.06,129.18
#101492,jasonallen@gmail.com,2022-09-27 04:25:00,174.75,BOO-013,2,26.29,52.58
#101492,jasonallen@gmail.com,2022-09-27 04:25:00,174.75,CLO-016,3,40.72,122.17
#101493,robertacevedo@rosales.com,2023-04-27 14:39:00,166.41,ELE-011,3,37.61,112.83
#101493,robertacevedo@rosales.com,2023-04-27 14:39:00,166.41,BEA-015,2,26.79,53.57
#101494,robertacevedo@rosales.com,2023-04-07 01:09:00,60.70,SPO-011,1,60.70,60.70
#101495,robertacevedo@rosales.com,2023-04-21 08:36:00,160.31,SPO-012,2,18.44,36.87
#101495,robertacevedo@rosales.com,2023-04-21 08:36:00,160.31,ELE-015,3,31.04,93.13
#101495,robertacevedo@rosales.com,2023-04-21 08:36:00,160.31,BOO-003,1,30.32,30.32
#101496,nthomas@faulkner.com,2022-08-22 04:03:00,45.30,BOO-002,1,45.30,45.30
#101497,nthomas@faulkner.com,2022-08-31 22:06:00,149.33,BEA-027,1,28.34,28.34
#101497,nthomas@faulkner.com,2022-08-31 22:06:00,149.33,ELE-007,3,40.33,120.98
#101498,nthomas@faulkner.com,2022-08-10 07:55:00,183.39,HOM-011,3,40.47,121.41
#101498,nthomas@faulkner.com,2022-08-10 07:55:00,183.39,HOM-005,2,30.99,61.98
#101499,nthomas@faulkner.com,2022-09-29 03:56:00,322.45,SPO-030,3,54.41,163.23
#101499,nthomas@faulkner.com,2022-09-29 03:56:00,322.45,BOO-014,3,33.56,100.68
#101499,nthomas@faulkner.com,2022-09-29 03:56:00,322.45,SPO-004,1,58.55,58.55
#101500,kingvincent@hotmail.com,2023-02-09 00:57:00,172.20,CLO-017,1,33.31,33.31
#101500,kingvincent@hotmail.com,2023-02-09 00:57:00,172.20,BEA-002,3,35.67,107.01
#101500,kingvincent@hotmail.com,2023-02-09 00:57:00,172.20,ELE-004,1,31.88,31.88
#101502,kingvincent@hotmail.com,2023-02-09 16:15:00,127.65,SPO-007,2,23.94,47.88
#101502,kingvincent@hotmail.com,2023-02-09 16:15:00,127.65,ELE-011,2,39.89,79.77
#101503,james70@hotmail.com,2023-05-22 20:21:00,175.20,BOO-012,1,44.44,44.44
#101503,james70@hotmail.com,2023-05-22 20:21:00,175.20,ELE-022,2,34.26,68.51
#101503,james70@hotmail.com,2023-05-22 20:21:00,175.20,HOM-006,1,62.25,62.25
#101504,james70@hotmail.com,2023-05-18 20:12:00,127.54,BEA-022,1,21.44,21.44
#101504,james70@hotmail.com,2023-05-18 20:12:00,127.54,CLO-029,2,39.54,79.09
#101504,james70@hotmail.com,2023-05-18 20:12:00,127.54,HOM-028,1,27.01,27.01
#101506,james70@hotmail.com,2023-05-26 16:29:00,135.56,HOM-019,2,43.48,86.95
#101506,james70@hotmail.com,2023-05-26 16:29:00,135.56,HOM-030,2,24.30,48.61
#101507,jodi35@gmail.com,2022-07-14 16:34:00,21.47,SPO-026,1,21.47,21.47
#101507,jodi35@gmail.com,2022-07-29 13:32:00,237.95,BOO-027,3,53.82,161.47
#101507,jodi35@gmail.com,2022-07-29 13:32:00,237.95,CLO-011,2,15.89,31.77
#101507,jodi35@gmail.com,2022-07-29 13:32:00,237.95,BEA-019,1,44.72,44.72
#101509,lori50@allen.org,2022-09-05 09:01:00,164.00,BOO-005,2,44.83,89.65
#101509,lori50@allen.org,2022-09-05 09:01:00,164.00,BEA-027,1,20.79,20.79
#101509,lori50@allen.org,2022-09-05 09:01:00,164.00,HOM-014,2,26.78,53.57
#101510,lori50@allen.org,2022-09-03 14:36:00,32.67,CLO-013,1,32.67,32.67
#101511,lori50@allen.org,2022-09-10 20:40:00,249.91,BOO-003,3,40.49,121.47
#101511,lori50@allen.org,2022-09-10 20:40:00,249.91,BEA-013,3,35.73,107.20
#101511,lori50@allen.org,2022-09-10 20:40:00,249.91,CLO-012,1,21.24,21.24
#101512,lori50@allen.org,2022-10-19 22:43:00,231.33,BEA-016,3,39.87,119.60
#101512,lori50@allen.org,2022-10-19 22:43:00,231.33,CLO-022,3,37.24,111.73
#101513,lori50@allen.org,2022-10-20 22:26:00,309.09,BOO-007,2,49.54,99.08
#101513,lori50@allen.org,2022-10-20 22:26:00,309.09,HOM-028,3,21.80,65.40
#101513,lori50@allen.org,2022-10-20 22:26:00,309.09,ELE-010,3,48.20,144.61
#101515,lori50@allen.org,2022-10-30 00:22:00,151.20,CLO-010,1,29.53,29.53
#101515,lori50@allen.org,2022-10-30 00:22:00,151.20,HOM-017,1,58.11,58.11
#101515,lori50@allen.org,2022-10-30 00:22:00,151.20,HOM-025,3,21.19,63.56
#101516,stephengarcia@douglas-nelson.com,2023-02-08 04:30:00,26.18,BEA-011,1,26.18,26.18
#101517,stephengarcia@douglas-nelson.com,2023-02-10 06:11:00,14.76,HOM-001,1,14.76,14.76
#101517,stephengarcia@douglas-nelson.com,2023-02-22 21:46:00,144.29,CLO-017,1,41.00,41.00
#101517,stephengarcia@douglas-nelson.com,2023-02-22 21:46:00,144.29,HOM-003,2,5.95,11.89
#101517,stephengarcia@douglas-nelson.com,2023-02-22 21:46:00,144.29,BEA-022,3,30.47,91.40
#101519,stephengarcia@douglas-nelson.com,2023-03-18 20:01:00,90.35,BEA-004,1,52.77,52.77
#101519,stephengarcia@douglas-nelson.com,2023-03-18 20:01:00,90.35,HOM-013,1,37.58,37.58
#101520,stephengarcia@douglas-nelson.com,2023-03-03 11:37:00,22.24,CLO-021,1,22.24,22.24
#101520,antonioperry@gilbert.com,2022-08-23 14:34:00,181.57,HOM-005,1,36.61,36.61
#101520,antonioperry@gilbert.com,2022-08-23 14:34:00,181.57,ELE-011,3,48.32,144.96
#101521,antonioperry@gilbert.com,2022-09-30 02:18:00,204.53,BEA-021,2,46.03,92.05
#101521,antonioperry@gilbert.com,2022-09-30 02:18:00,204.53,CLO-020,2,53.74,107.48
#101521,antonioperry@gilbert.com,2022-09-30 02:18:00,204.53,HOM-003,1,5.00,5.00
#101523,antonioperry@gilbert.com,2022-10-20 02:14:00,110.95,ELE-025,3,36.98,110.95
#101523,antonioperry@gilbert.com,2022-12-11 04:15:00,72.62,ELE-026,2,36.31,72.62
#101524,antonioperry@gilbert.com,2023-02-02 10:50:00,174.67,CLO-022,3,58.22,174.67
#101524,antonioperry@gilbert.com,2023-02-27 20:36:00,11.12,SPO-002,1,11.12,11.12
#101525,antonioperry@gilbert.com,2023-02-11 05:32:00,51.48,SPO-009,2,25.74,51.48
#101525,antonioperry@gilbert.com,2023-04-16 02:01:00,156.05,CLO-017,3,36.29,108.86
#101525,antonioperry@gilbert.com,2023-04-16 02:01:00,156.05,SPO-003,3,15.73,47.18
#101526,rharris@miranda.net,2023-04-27 02:37:00,132.24,SPO-001,3,24.75,74.25
#101526,rharris@miranda.net,2023-04-27 02:37:00,132.24,BEA-008,2,28.99,57.99
#101527,rharris@miranda.net,2023-05-23 22:32:00,204.86,ELE-001,2,14.69,29.37
#101527,rharris@miranda.net,2023-05-23 22:32:00,204.86,BEA-007,3,58.50,175.49
#101528,rharris@miranda.net,2023-05-23 23:07:00,23.33,BEA-028,2,11.67,23.33
#101529,rharris@miranda.net,2023-06-15 22:12:00,46.80,SPO-013,1,46.80,46.80
#101529,rharris@miranda.net,2023-06-08 10:42:00,113.07,SPO-002,2,37.60,75.20
#101529,rharris@miranda.net,2023-06-08 10:42:00,113.07,BEA-014,3,12.62,37.86
#101530,rharris@miranda.net,2023-06-10 13:45:00,93.66,CLO-021,1,56.59,56.59
#101530,rharris@miranda.net,2023-06-10 13:45:00,93.66,SPO-017,2,18.54,37.07
#101531,peterbarry@hotmail.com,2022-10-04 22:54:00,247.58,BOO-005,3,37.07,111.20
#101531,peterbarry@hotmail.com,2022-10-04 22:54:00,247.58,BEA-028,3,38.75,116.24
#101531,peterbarry@hotmail.com,2022-10-04 22:54:00,247.58,BEA-006,1,20.14,20.14
#101533,peterbarry@hotmail.com,2022-10-13 22:55:00,208.51,CLO-019,1,30.07,30.07
#101533,peterbarry@hotmail.com,2022-10-13 22:55:00,208.51,HOM-017,3,36.49,109.47
#101533,peterbarry@hotmail.com,2022-10-13 22:55:00,208.51,BOO-009,2,34.49,68.97
#101534,peterbarry@hotmail.com,2022-10-16 18:09:00,368.28,BOO-015,2,41.14,82.28
#101534,peterbarry@hotmail.com,2022-10-16 18:09:00,368.28,SPO-018,3,34.09,102.26
#101534,peterbarry@hotmail.com,2022-10-16 18:09:00,368.28,BEA-002,3,61.25,183.75
#101536,peterbarry@hotmail.com,2022-11-14 03:48:00,86.89,BOO-010,2,43.45,86.89
#101536,peterbarry@hotmail.com,2022-11-25 16:01:00,166.34,ELE-014,2,11.56,23.13
#101536,peterbarry@hotmail.com,2022-11-25 16:01:00,166.34,BOO-005,3,44.41,133.22
#101536,peterbarry@hotmail.com,2022-11-25 16:01:00,166.34,SPO-014,2,5.00,10.00
#101538,peterbarry@hotmail.com,2022-11-04 10:03:00,48.42,CLO-005,2,24.21,48.42
#101538,benjaminschmidt@gmail.com,2023-05-10 19:05:00,10.00,CLO-015,2,5.00,10.00
#101539,angelcook@nolan.com,2022-09-18 02:16:00,227.95,BOO-028,2,36.41,72.83
#101539,angelcook@nolan.com,2022-09-18 02:16:00,227.95,SPO-006,1,33.39,33.39
#101539,angelcook@nolan.com,2022-09-18 02:16:00,227.95,HOM-017,2,60.86,121.73
#101540,angelcook@nolan.com,2022-09-25 17:39:00,380.41,SPO-002,3,51.26,153.77
#101540,angelcook@nolan.com,2022-09-25 17:39:00,380.41,CLO-022,3,41.74,125.23
#101540,angelcook@nolan.com,2022-09-25 17:39:00,380.41,CLO-023,2,50.71,101.42
#101542,angelcook@nolan.com,2022-09-22 11:14:00,137.87,CLO-029,3,45.96,137.87
#101542,angelcook@nolan.com,2022-10-07 16:07:00,139.43,ELE-023,3,35.12,105.35
#101542,angelcook@nolan.com,2022-10-07 16:07:00,139.43,HOM-029,1,34.08,34.08
#101543,angelcook@nolan.com,2022-10-07 03:23:00,109.44,CLO-028,1,16.64,16.64
#101543,angelcook@nolan.com,2022-10-07 03:23:00,109.44,BOO-025,2,38.90,77.80
#101543,angelcook@nolan.com,2022-10-07 03:23:00,109.44,SPO-017,3,5.00,15.00
#101545,angelcook@nolan.com,2022-10-24 05:12:00,90.22,CLO-029,2,45.11,90.22
#101545,angelcook@nolan.com,2022-11-09 22:43:00,259.95,CLO-012,2,26.80,53.60
#101545,angelcook@nolan.com,2022-11-09 22:43:00,259.95,SPO-009,2,46.88,93.75
#101545,angelcook@nolan.com,2022-11-09 22:43:00,259.95,HOM-020,3,37.53,112.60
#101547,angelcook@nolan.com,2022-12-06 14:08:00,102.60,CLO-003,2,43.80,87.60
#101547,angelcook@nolan.com,2022-12-06 14:08:00,102.60,HOM-011,3,5.00,15.00
#101548,angelcook@nolan.com,2022-12-16 22:24:00,95.52,SPO-007,2,47.76,95.52
#101548,angelcook@nolan.com,2022-12-17 23:12:00,56.56,ELE-025,3,18.85,56.56
#101549,angelcook@nolan.com,2023-01-03 10:50:00,107.66,ELE-005,2,35.34,70.67
#101549,angelcook@nolan.com,2023-01-03 10:50:00,107.66,HOM-005,1,36.99,36.99
#101550,angelcook@nolan.com,2023-01-10 04:40:00,84.23,SPO-009,1,32.90,32.90
#101550,angelcook@nolan.com,2023-01-10 04:40:00,84.23,SPO-006,3,17.11,51.34
#101551,angelcook@nolan.com,2023-01-24 02:49:00,116.51,ELE-009,2,22.51,45.03
#101551,angelcook@nolan.com,2023-01-24 02:49:00,116.51,ELE-002,2,35.74,71.48
#101552,angelcook@nolan.com,2023-02-14 05:51:00,255.59,ELE-024,3,57.57,172.72
#101552,angelcook@nolan.com,2023-02-14 05:51:00,255.59,BEA-004,3,27.62,82.87
#101553,angelcook@nolan.com,2023-02-01 06:11:00,233.10,ELE-014,2,46.15,92.30
#101553,angelcook@nolan.com,2023-02-01 06:11:00,233.10,ELE-023,1,16.20,16.20
#101553,angelcook@nolan.com,2023-02-01 06:11:00,233.10,BOO-007,3,41.53,124.59
#101554,angelcook@nolan.com,2023-02-17 19:33:00,106.32,BEA-015,1,31.28,31.28
#101554,angelcook@nolan.com,2023-02-17 19:33:00,106.32,BOO-010,2,37.52,75.05
#101555,estestony@gmail.com,2022-01-22 10:19:00,139.44,BEA-023,3,46.48,139.44
#101556,estestony@gmail.com,2022-01-13 09:30:00,275.75,ELE-029,3,25.61,76.82
#101556,estestony@gmail.com,2022-01-13 09:30:00,275.75,BOO-013,3,50.52,151.56
#101556,estestony@gmail.com,2022-01-13 09:30:00,275.75,BOO-003,3,15.79,47.37
#101557,estestony@gmail.com,2022-02-09 13:35:00,317.83,SPO-029,3,35.63,106.88
#101557,estestony@gmail.com,2022-02-09 13:35:00,317.83,HOM-018,3,42.24,126.71
#101557,estestony@gmail.com,2022-02-09 13:35:00,317.83,SPO-030,2,42.12,84.25
#101559,estestony@gmail.com,2022-02-13 05:24:00,139.08,HOM-002,3,46.36,139.08
#101559,estestony@gmail.com,2022-03-25 01:22:00,162.51,ELE-004,1,53.87,53.87
#101559,estestony@gmail.com,2022-03-25 01:22:00,162.51,SPO-007,3,36.21,108.64
#101560,estestony@gmail.com,2022-03-02 12:30:00,99.49,BEA-024,1,9.63,9.63
#101560,estestony@gmail.com,2022-03-02 12:30:00,99.49,ELE-003,2,44.93,89.87
#101561,estestony@gmail.com,2022-03-03 02:50:00,219.63,BEA-011,2,37.96,75.91
#101561,estestony@gmail.com,2022-03-03 02:50:00,219.63,CLO-017,1,11.79,11.79
#101561,estestony@gmail.com,2022-03-03 02:50:00,219.63,BOO-014,3,43.98,131.93
#101563,estestony@gmail.com,2022-04-29 10:03:00,69.10,BEA-019,1,41.03,41.03
#101563,estestony@gmail.com,2022-04-29 10:03:00,69.10,BOO-016,1,28.06,28.06
#101564,estestony@gmail.com,2022-05-16 17:52:00,141.02,SPO-001,2,30.32,60.65
#101564,estestony@gmail.com,2022-05-16 17:52:00,141.02,BEA-026,2,40.19,80.38
#101565,estestony@gmail.com,2022-05-23 17:59:00,228.22,SPO-004,3,33.11,99.33
#101565,estestony@gmail.com,2022-05-23 17:59:00,228.22,ELE-029,3,42.96,128.88
#101566,estestony@gmail.com,2022-07-11 09:10:00,174.03,BOO-018,1,55.72,55.72
#101566,estestony@gmail.com,2022-07-11 09:10:00,174.03,CLO-023,3,39.44,118.31
#101567,estestony@gmail.com,2022-07-06 10:12:00,70.40,SPO-024,1,33.45,33.45
#101567,estestony@gmail.com,2022-07-06 10:12:00,70.40,ELE-005,1,36.95,36.95
#101568,estestony@gmail.com,2022-07-11 07:03:00,115.43,ELE-029,1,19.60,19.60
#101568,estestony@gmail.com,2022-07-11 07:03:00,115.43,HOM-024,2,29.48,58.96
#101568,estestony@gmail.com,2022-07-11 07:03:00,115.43,CLO-005,2,18.43,36.87
#101569,estestony@gmail.com,2022-08-15 21:23:00,359.04,BOO-004,3,33.68,101.04
#101569,estestony@gmail.com,2022-08-15 21:23:00,359.04,BOO-018,3,49.75,149.25
#101569,estestony@gmail.com,2022-08-15 21:23:00,359.04,HOM-008,3,36.25,108.76
#101571,estestony@gmail.com,2022-08-27 21:58:00,44.79,ELE-009,1,44.79,44.79
#101571,estestony@gmail.com,2023-01-04 10:31:00,116.94,SPO-001,2,27.25,54.50
#101571,estestony@gmail.com,2023-01-04 10:31:00,116.94,BEA-021,2,31.22,62.44
#101572,estestony@gmail.com,2023-01-01 23:23:00,99.24,BEA-015,1,36.67,36.67
#101572,estestony@gmail.com,2023-01-01 23:23:00,99.24,BEA-020,3,20.85,62.56
#101573,estestony@gmail.com,2023-01-25 02:04:00,53.27,ELE-001,1,53.27,53.27
#101574,evanseugene@hotmail.com,2022-12-14 14:26:00,173.37,CLO-020,3,57.79,173.37
#101574,evanseugene@hotmail.com,2022-12-09 16:53:00,156.56,CLO-011,3,8.90,26.71
#101574,evanseugene@hotmail.com,2022-12-09 16:53:00,156.56,ELE-021,3,32.69,98.07
#101574,evanseugene@hotmail.com,2022-12-09 16:53:00,156.56,HOM-027,1,31.79,31.79
#101576,evanseugene@hotmail.com,2022-12-04 06:01:00,151.80,ELE-010,2,50.33,100.66
#101576,evanseugene@hotmail.com,2022-12-04 06:01:00,151.80,CLO-025,2,25.57,51.14
#101577,evanseugene@hotmail.com,2023-04-02 04:51:00,103.24,CLO-016,3,6.23,18.68
#101577,evanseugene@hotmail.com,2023-04-02 04:51:00,103.24,SPO-024,1,52.92,52.92
#101577,evanseugene@hotmail.com,2023-04-02 04:51:00,103.24,SPO-020,1,31.64,31.64
#101578,evanseugene@hotmail.com,2023-04-26 23:49:00,49.51,SPO-029,1,34.51,34.51
#101578,evanseugene@hotmail.com,2023-04-26 23:49:00,49.51,ELE-008,3,5.00,15.00
#101579,evanseugene@hotmail.com,2023-05-04 12:03:00,92.14,ELE-029,1,14.41,14.41
#101579,evanseugene@hotmail.com,2023-05-04 12:03:00,92.14,ELE-027,1,61.04,61.04
#101579,evanseugene@hotmail.com,2023-05-04 12:03:00,92.14,CLO-023,1,16.69,16.69
#101581,evanseugene@hotmail.com,2023-06-17 04:42:00,247.78,ELE-015,1,44.92,44.92
#101581,evanseugene@hotmail.com,2023-06-17 04:42:00,247.78,BOO-029,3,41.11,123.34
#101581,evanseugene@hotmail.com,2023-06-17 04:42:00,247.78,BEA-025,3,26.51,79.52
#101582,evanseugene@hotmail.com,2023-06-03 21:31:00,264.32,SPO-024,3,43.45,130.36
#101582,evanseugene@hotmail.com,2023-06-03 21:31:00,264.32,SPO-002,1,35.98,35.98
#101582,evanseugene@hotmail.com,2023-06-03 21:31:00,264.32,BEA-008,3,32.66,97.98
#101584,smithamber@yahoo.com,2023-03-18 19:28:00,154.24,CLO-019,3,8.30,24.90
#101584,smithamber@yahoo.com,2023-03-18 19:28:00,154.24,BEA-022,2,41.20,82.40
#101584,smithamber@yahoo.com,2023-03-18 19:28:00,154.24,BEA-023,2,23.47,46.93
#101585,smithamber@yahoo.com,2023-05-09 12:55:00,65.49,BEA-009,3,21.83,65.49
#101586,smithamber@yahoo.com,2023-05-07 15:21:00,78.70,SPO-003,1,42.57,42.57
#101586,smithamber@yahoo.com,2023-05-07 15:21:00,78.70,BEA-025,1,36.13,36.13
#101587,jimmy60@hotmail.com,2022-12-09 17:47:00,71.15,HOM-003,1,36.86,36.86
#101587,jimmy60@hotmail.com,2022-12-09 17:47:00,71.15,HOM-001,1,34.29,34.29
#101588,jimmy60@hotmail.com,2023-02-10 07:03:00,220.45,CLO-012,3,44.70,134.11
#101588,jimmy60@hotmail.com,2023-02-10 07:03:00,220.45,HOM-019,1,23.42,23.42
#101588,jimmy60@hotmail.com,2023-02-10 07:03:00,220.45,BEA-029,1,62.92,62.92
#101589,jimmy60@hotmail.com,2023-02-16 05:26:00,21.75,ELE-017,3,7.25,21.75
#101590,jimmy60@hotmail.com,2023-02-18 08:58:00,106.06,HOM-025,2,53.03,106.06
#101590,jeffreygeorge@hotmail.com,2023-01-06 16:44:00,15.00,CLO-030,3,5.00,15.00
#101591,jeffreygeorge@hotmail.com,2023-01-07 23:43:00,89.38,CLO-011,1,37.77,37.77
#101591,jeffreygeorge@hotmail.com,2023-01-07 23:43:00,89.38,HOM-018,2,25.81,51.61
#101592,jeffreygeorge@hotmail.com,2023-04-16 02:41:00,315.53,BOO-008,2,14.46,28.93
#101592,jeffreygeorge@hotmail.com,2023-04-16 02:41:00,315.53,HOM-007,3,60.89,182.67
#101592,jeffreygeorge@hotmail.com,2023-04-16 02:41:00,315.53,HOM-016,3,34.64,103.93
#101593,jeffreygeorge@hotmail.com,2023-04-12 09:51:00,225.82,SPO-009,3,75.27,225.82
#101594,jeffreygeorge@hotmail.com,2023-04-15 04:50:00,125.19,SPO-007,3,41.73,125.19
#101594,susan06@hotmail.com,2022-12-13 12:26:00,119.98,CLO-012,2,36.88,73.75
#101594,susan06@hotmail.com,2022-12-13 12:26:00,119.98,BEA-026,2,23.11,46.23
#101595,susan06@hotmail.com,2023-01-20 20:59:00,26.73,BEA-016,2,13.37,26.73
#101596,brian08@valentine.com,2022-11-08 20:23:00,83.92,HOM-026,2,41.96,83.92
#101596,brian08@valentine.com,2022-12-04 10:03:00,161.21,BOO-004,1,77.84,77.84
#101596,brian08@valentine.com,2022-12-04 10:03:00,161.21,CLO-014,3,27.79,83.37
#101597,brian08@valentine.com,2022-12-21 06:04:00,178.05,CLO-003,3,22.99,68.98
#101597,brian08@valentine.com,2022-12-21 06:04:00,178.05,HOM-020,2,54.53,109.07
#101598,brian08@valentine.com,2023-02-04 00:30:00,21.29,CLO-007,2,10.64,21.29
#101599,brian08@valentine.com,2023-02-24 21:33:00,112.13,BOO-003,1,39.81,39.81
#101599,brian08@valentine.com,2023-02-24 21:33:00,112.13,HOM-019,1,33.63,33.63
#101599,brian08@valentine.com,2023-02-24 21:33:00,112.13,HOM-025,3,12.89,38.68
#101600,rebekah40@yahoo.com,2022-10-17 15:37:00,181.24,SPO-024,1,47.73,47.73
